avg_cadence,avg_heart_rate,avg_power,avg_speed,enhanced_avg_speed,enhanced_max_speed,ftp,id,intensity_factor,max_cadence,max_heart_rate,max_power,max_speed,normalized_power,threshold_power,timestamp,total_ascent,total_calories,total_cycles,total_descent,total_distance,total_elapsed_time,total_fat_calories,total_timer_time,training_stress_score
86.0,,180,7.929,7.929,16.222,252,2163639,0.915,145.0,,554,16.222,189.0,207.0,2017-01-14 10:19:21,493,1183.0,9402.0,492,52505.82,6677.979,0.0,6622.259,153.2
78.0,136,157,7.236,7.236,15.692,267,2163639,0.705,133.0,180,558,15.692,188.0,267.0,2018-02-18 11:06:24,1107,1967.0,,1110,83875.66,14208.0,,11591.0,159.7
84.0,134,173,0.0,0.0,,232,2163639,0.938,95.0,170,330,,194.0,207.0,2016-08-10 19:38:12,,727.0,5910.0,,0.0,4203.445,0.0,4203.445,102.1
,,,7.888,7.888,15.89,266,2163639,,,,,15.89,,,2017-04-07 12:20:45,196,968.0,,192,28904.62,3738.232,,3664.242,
,176,,4.598,4.598,5.225,278,2163639,,,181,,5.225,,,2018-03-25 07:55:32,3,405.0,,3,7015.34,1525.89,,1525.89,
80.0,153,,0.235,0.235,1.44,209,2163639,,86.0,170,,1.44,,,2015-09-20 09:37:14,89,321.0,1996.0,79,352.6,1566.367,0.0,1501.415,
93.0,,184,8.107,8.107,16.441,266,2163639,0.753,126.0,,611,16.441,200.0,266.0,2017-05-07 08:53:07,519,1181.0,9389.0,509,52298.26,6545.205,,6451.208,101.0
85.0,154,215,9.999,9.999,15.883,260,2163639,0.874,121.0,172,907,15.883,223.0,255.0,2018-08-05 09:10:05,221,2160.0,,225,87967.14,8869.0,,8798.0,186.1
82.0,145,171,7.838,7.838,16.76,249,2163639,0.991,124.0,183,592,16.76,205.0,207.0,2016-09-23 11:46:00,187,632.0,4995.0,198,28961.7,3719.39,0.0,3695.039,100.0
80.0,145,,0.0,0.0,,209,2163639,,109.0,163,,,,,2015-12-07 20:31:40,,856.0,7051.0,,0.0,5281.974,0.0,5281.974,
77.0,148,192,7.741,7.741,17.34,232,2163639,1.065,129.0,177,782,17.34,220.0,207.0,2016-07-10 14:46:28,803,1631.0,10848.0,792,66119.25,8927.127,0.0,8541.505,268.1
88.0,131,172,0.0,0.0,,232,2163639,0.903,122.0,161,305,,187.0,207.0,2016-08-03 19:34:50,,618.0,5292.0,,0.0,3601.323,0.0,3601.323,81.0
79.0,150,,7.198,7.198,15.895,209,2163639,,130.0,175,,15.895,,,2016-01-23 11:26:15,876,1927.0,14929.0,881,82170.49,11714.951,0.0,11415.714,
76.0,142,,7.26,7.26,16.664,192,2163639,,130.0,176,,16.664,,,2015-06-07 09:53:06,1046,1711.0,15297.0,1054,90021.8,14402.879,0.0,12399.362,
88.0,156,178,0.0,0.0,,209,2163639,0.94,100.0,183,293,,188.0,200.0,2016-06-16 19:03:41,,533.0,4394.0,,0.0,3001.425,0.0,3001.425,73.0
89.0,154,206,8.147,8.147,15.5,249,2163639,1.311,128.0,175,22276,15.5,271.0,207.0,2016-09-25 09:10:38,465,1329.0,9608.0,471,52982.38,6508.787,0.0,6503.409,308.7
85.0,,166,8.073,8.073,19.766,266,2163639,0.688,130.0,,546,19.766,183.0,266.0,2017-06-18 09:28:22,598,,,609,97124.22,13335.0,,12031.0,157.6
84.0,,135,8.011,8.011,11.402,266,2163639,0.571,114.0,,474,11.402,152.0,266.0,2017-05-11 16:48:22,53,329.0,3102.0,54,19678.59,2522.445,,2456.449,22.0
87.0,,157,7.644,7.644,15.862,261,2163639,0.934,130.0,,702,15.862,187.0,200.0,2017-02-12 11:18:59,860,2157.0,16754.0,852,102979.74,16046.123,,13472.757,312.3
76.0,129,,5.422,5.422,12.47,209,2163639,,226.0,169,,12.47,,,2015-12-30 10:38:35,224,582.0,4481.0,227,23140.73,4342.071,0.0,4267.624,
75.0,120,158,7.593,7.593,14.623,278,2163639,0.619,122.0,155,551,14.623,172.0,278.0,2018-05-06 09:46:15,612,1148.0,,601,94844.73,13479.0,,12491.0,132.8
81.0,154,162,9.576,9.576,11.735,192,2163639,0.867,94.0,179,296,11.735,173.0,200.0,2015-05-17 18:04:28,,876.0,7304.0,,51722.37,5401.488,0.0,5401.488,112.2
79.0,149,184,8.258,8.258,13.43,232,2163639,0.965,120.0,165,496,13.43,200.0,207.0,2016-07-30 08:26:32,54,173.0,1247.0,52,7815.02,946.722,0.0,946.337,23.7
90.0,134,,0.0,0.0,,209,2163639,,98.0,154,,,,,2016-01-14 17:39:02,,494.0,5396.0,,0.0,3600.8,0.0,3600.8,
96.0,,234,10.748,10.748,12.722,263,2163639,0.873,114.0,,627,12.722,232.0,266.0,2017-07-16 09:15:16,3,,,1,40025.43,6548.0,,3724.0,78.1
87.0,147,,0.0,0.0,,209,2163639,,106.0,169,,,,,2015-11-18 20:33:25,,796.0,7296.0,,0.0,5049.975,0.0,5049.975,
,,,4.575,4.575,5.636,266,2163639,,,,,5.636,,,2017-04-02 09:51:53,10,266.0,,8,3803.18,831.236,,831.236,
85.0,145,177,9.93,9.93,11.903,209,2163639,0.912,93.0,158,279,11.903,182.0,200.0,2015-09-08 17:02:22,,709.0,5672.0,,39927.43,4020.985,0.0,4020.985,92.2
87.0,,189,7.954,7.954,15.964,263,2163639,0.789,134.0,,716,15.964,210.0,266.0,2017-07-02 09:42:45,630,,,647,97306.66,14892.0,,12233.0,211.3
91.0,,184,8.568,8.568,16.077,266,2163639,0.788,149.0,,919,16.077,210.0,266.0,2017-04-08 13:13:33,767,2851.0,21492.0,719,133144.78,17212.127,,15539.785,267.5
30.0,,,1.083,1.083,3.516,249,2163639,,101.0,,,3.516,,,2016-09-11 06:30:50,,401.0,941.0,,2027.61,1872.377,0.0,1872.377,
84.0,157,168,9.712,9.712,12.166,192,2163639,0.904,97.0,183,857,12.166,181.0,200.0,2015-04-30 17:38:44,,604.0,5046.0,,34974.93,3601.282,0.0,3601.282,81.2
84.0,150,,7.482,7.482,14.717,209,2163639,,141.0,175,,14.717,,,2016-03-27 08:16:49,480,1121.0,9758.0,514,52922.33,7073.58,0.0,7073.58,
84.0,155,197,8.698,8.698,15.91,209,2163639,1.047,119.0,175,558,15.91,209.0,200.0,2016-06-24 19:15:47,204,653.0,4653.0,203,28974.02,3333.281,0.0,3331.05,100.5
73.0,134,174,7.236,7.236,15.93,252,2163639,0.993,134.0,171,540,15.93,205.0,207.0,2016-12-11 10:50:55,904,1913.0,13243.0,899,79836.35,11664.775,0.0,11032.623,300.9
80.0,146,,0.0,0.0,,209,2163639,,88.0,170,,,,,2015-09-20 08:39:21,,693.0,4803.0,,0.0,3600.549,0.0,3600.549,
69.0,123,,4.275,4.275,12.31,209,2163639,,115.0,164,,12.31,,,2016-02-07 07:44:16,66,205.0,1127.0,71,7189.03,1941.876,0.0,1681.644,
74.0,159,,7.405,7.405,14.637,192,2163639,,116.0,188,,14.637,,,2015-06-18 17:20:59,410,1301.0,7552.0,406,47065.51,6443.5,0.0,6356.231,
72.0,127,,6.264,6.264,13.071,192,2163639,,151.0,164,,13.071,,,2015-05-03 11:02:42,786,1418.0,14160.0,781,74883.99,12535.053,0.0,11954.272,
77.0,143,,6.631,6.631,12.671,186,2163639,,199.0,173,,12.671,,,2015-04-23 15:25:06,45,185.0,1139.0,71,7074.01,1067.147,0.0,1066.751,
60.0,,,4.778,4.778,13.75,209,2163639,,203.0,,,13.75,,,2016-06-18 09:35:42,46,194.0,853.0,67,5776.72,1361.346,0.0,1208.924,
72.0,143,162,7.116,7.116,19.25,249,2163639,0.949,128.0,182,625,19.25,196.0,207.0,2016-08-14 16:50:22,2222,3713.0,27438.0,2233,164129.56,32439.644,0.0,23065.288,576.3
84.0,,178,7.574,7.574,12.52,252,2163639,0.938,135.0,,472,12.52,194.0,207.0,2017-01-08 11:19:37,241,817.0,6369.0,185,35000.0,4763.091,0.0,4621.217,112.1
91.0,,199,8.962,8.962,18.298,263,2163639,0.802,133.0,,599,18.298,213.0,266.0,2017-07-09 09:05:59,518,,,534,52294.36,5997.0,,5835.0,103.7
82.0,147,159,9.353,9.353,12.359,192,2163639,0.857,100.0,175,319,12.359,171.0,200.0,2015-05-22 17:59:18,372,849.0,7423.0,677,50516.7,5403.025,0.0,5401.26,109.5
92.0,172,267,10.206,10.206,12.336,278,2163639,1.002,121.0,176,830,12.336,268.0,267.0,2018-03-25 08:56:26,1,541.0,,4,18992.77,3620.0,,1861.0,51.1
80.0,,180,9.914,9.914,16.702,209,2163639,0.966,110.0,,719,16.702,193.0,200.0,2015-08-20 15:54:53,,917.0,6792.0,,50698.77,5113.7,0.0,5113.7,131.6
,,,8.121,8.121,13.714,263,2163639,,,,,13.714,,266.0,2017-06-22 15:14:14,134,,,139,14715.04,1846.0,,1812.0,
77.0,139,,7.255,7.255,15.756,209,2163639,,115.0,167,,15.756,,,2015-10-18 09:20:20,524,913.0,8462.0,522,48350.47,6733.476,0.0,6664.007,
73.0,143,,7.501,7.501,18.681,209,2163639,,112.0,181,,18.681,,,2015-08-01 10:53:14,1167,2077.0,17137.0,1163,108124.12,16127.627,0.0,14415.034,
81.0,,173,7.274,7.274,15.494,261,2163639,0.738,114.0,,549,15.494,193.0,261.0,2017-02-05 10:18:35,592,1347.0,10361.0,596,56762.75,7992.037,0.0,7803.948,117.7
81.0,158,215,8.077,8.077,17.2,216,2163639,1.137,130.0,177,806,17.2,235.0,207.0,2016-07-03 08:25:33,356,938.0,5932.0,354,35515.53,4397.024,0.0,4397.024,156.7
56.0,152,178,9.822,9.822,16.34,192,2163639,0.958,105.0,171,643,16.34,192.0,200.0,2015-05-05 17:50:30,,640.0,3378.0,,35371.21,3601.16,0.0,3601.16,90.9
71.0,145,,6.894,6.894,13.331,209,2163639,,132.0,172,,13.331,,,2015-11-15 10:23:53,196,435.0,3194.0,155,18836.73,4544.603,0.0,2732.397,
76.0,143,,7.027,7.027,16.89,209,2163639,,137.0,181,,16.89,,,2016-01-10 11:35:24,794,1500.0,12778.0,796,71751.1,12439.377,0.0,10210.339,
79.0,160,197,8.479,8.479,16.5,216,2163639,1.057,116.0,180,759,16.5,219.0,207.0,2016-06-30 16:15:31,194,668.0,4443.0,208,28966.56,3417.477,0.0,3416.13,105.1
65.0,135,171,7.516,7.516,11.79,278,2163639,0.772,119.0,182,547,11.79,215.0,278.0,2018-05-21 15:30:08,63,167.0,,66,7719.31,1144.0,,1027.0,16.5
90.0,,178,9.477,9.477,12.976,266,2163639,0.714,112.0,,354,12.976,190.0,266.0,2017-06-09 06:35:56,3,,,3,3283.22,383.0,,345.0,4.9
86.0,124,,0.0,0.0,,209,2163639,,97.0,145,,,,,2016-05-18 12:30:33,,433.0,5185.0,,0.0,4046.123,0.0,3600.978,
78.0,153,184,7.789,7.789,17.357,278,2163639,0.705,127.0,177,814,17.357,196.0,278.0,2018-05-21 07:14:44,248,747.0,,259,23631.11,3234.0,,3034.0,41.5
77.0,144,,7.375,7.375,16.656,209,2163639,,122.0,171,,16.656,,,2016-04-03 09:03:28,714,1374.0,11153.0,709,65567.26,9877.813,0.0,8890.949,
83.0,141,,0.0,0.0,,209,2163639,,104.0,169,,,,,2016-03-23 08:52:17,,849.0,9084.0,,0.0,6600.805,0.0,6600.805,
80.0,,173,9.006,9.006,16.073,278,2163639,0.709,128.0,,699,16.073,189.0,267.0,2018-05-02 19:25:41,231,,,230,30269.67,3473.0,,3361.0,46.5
81.0,148,152,9.346,9.346,11.042,192,2163639,0.814,89.0,168,249,11.042,163.0,200.0,2015-05-27 17:19:37,,405.0,3662.0,,25242.29,2700.986,0.0,2700.986,49.1
81.0,159,,7.816,7.816,17.569,209,2163639,,119.0,178,,17.569,,,2015-08-16 10:40:30,859,1948.0,14360.0,866,83011.91,10621.275,0.0,10621.275,
92.0,130,181,7.895,7.895,14.378,268,2163639,0.728,130.0,155,547,14.378,196.0,269.0,2017-10-29 09:17:19,253,779.0,,260,42532.5,5478.0,,5387.0,78.8
85.0,146,181,0.0,0.0,,232,2163639,0.955,94.0,175,306,,198.0,207.0,2016-07-18 19:01:40,,743.0,5925.0,,0.0,4292.501,0.0,4201.607,105.8
87.0,136,165,9.68,9.68,11.848,209,2163639,0.871,93.0,163,287,11.848,174.0,200.0,2015-09-22 15:02:11,,391.0,3453.0,,23239.47,2400.661,0.0,2400.661,49.8
85.0,149,,0.0,0.0,,209,2163639,,92.0,199,,,,,2016-04-14 19:37:48,,71.0,2455.0,,0.0,1808.95,0.0,1800.663,
82.0,117,172,9.824,9.824,12.323,209,2163639,0.888,94.0,160,323,12.323,178.0,200.0,2015-08-04 17:07:49,,855.0,6803.0,,48938.35,4981.725,0.0,4981.725,108.3
76.0,129,182,8.107,8.107,16.232,278,2163639,0.78,119.0,166,592,16.232,208.0,267.0,2018-03-26 13:45:36,296,724.0,,303,42344.59,5628.0,,5223.0,87.8
54.0,,,5.687,5.687,19.203,209,2163639,,109.0,,,19.203,,,2015-08-29 17:33:34,1374,4534.0,16294.0,1457,125132.28,34040.619,0.0,22004.783,
65.0,138,,6.261,6.261,15.55,209,2163639,,165.0,188,,15.55,,,2015-11-29 11:24:52,455,923.0,6825.0,457,42632.43,7080.924,0.0,6808.823,
85.0,142,,7.993,7.993,15.29,209,2163639,,112.0,163,,15.29,,,2016-03-13 10:54:21,281,785.0,6247.0,293,35522.35,4444.051,0.0,4444.051,
90.0,162,236,9.96,9.96,16.761,264,2163639,0.961,127.0,175,530,16.761,245.0,255.0,2018-09-02 08:20:19,200,845.0,,210,32199.84,5947.0,,3233.0,82.1
89.0,161,195,10.263,10.263,12.013,209,2163639,1.027,98.0,183,318,12.013,205.0,200.0,2016-02-13 09:39:53,,525.0,4003.0,,27722.67,2701.34,0.0,2701.34,78.2
75.0,137,162,7.737,7.737,14.48,251,2163639,0.93,133.0,173,579,14.48,193.0,207.0,2016-11-13 10:39:39,687,1550.0,11885.0,680,74502.03,10468.568,0.0,9628.99,230.8
90.0,,197,8.309,8.309,20.857,266,2163639,0.794,134.0,,699,20.857,211.0,266.0,2017-05-28 08:55:39,1092,,,1095,91990.7,12040.0,,11067.0,193.7
67.0,140,,6.883,6.883,16.749,209,2163639,,126.0,184,,16.749,,,2015-10-25 10:57:54,725,1253.0,10362.0,737,65553.08,10003.301,0.0,9523.401,
82.0,142,202,8.798,8.798,16.743,278,2163639,0.797,135.0,163,591,16.743,213.0,267.0,2018-04-14 09:49:03,560,2278.0,,560,96560.67,11857.0,,10975.0,193.0
74.0,,156,6.122,6.122,12.45,232,2163639,0.973,106.0,,513,12.45,201.0,207.0,2016-08-11 16:27:09,57,190.0,1305.0,39,7487.04,1223.153,0.0,1222.998,31.4
81.0,151,,8.031,8.031,18.205,209,2163639,,139.0,170,,18.205,,,2016-05-15 09:46:04,943,2508.0,21161.0,955,128429.84,16316.16,0.0,15991.191,
87.0,109,149,0.0,0.0,,232,2163639,0.727,95.0,128,237,,150.0,207.0,2016-08-01 18:44:19,,268.0,2606.0,,0.0,1800.588,0.0,1800.588,26.0
86.0,148,182,10.049,10.049,11.735,192,2163639,0.925,94.0,167,279,11.735,185.0,,2015-06-25 16:09:20,,651.0,5132.0,,36186.95,3601.088,0.0,3601.088,84.9
84.0,149,,8.09,8.09,16.431,209,2163639,,110.0,169,,16.431,,,2015-08-23 07:56:15,509,1190.0,9125.0,519,53060.88,6558.522,0.0,6558.522,
,177,,4.76,4.76,5.533,278,2163639,,,184,,5.533,,,2018-04-08 10:10:21,8,215.0,,8,3816.43,801.711,,801.711,
85.0,148,164,9.646,9.646,11.278,192,2163639,0.834,94.0,166,251,11.278,167.0,,2015-06-04 16:56:17,,585.0,5102.0,,34740.88,3692.529,0.0,3601.459,68.9
82.0,157,188,8.503,8.503,15.26,232,2163639,1.019,134.0,179,710,15.26,211.0,,2016-08-04 13:08:12,198,635.0,4600.0,208,28997.89,3412.176,0.0,3410.34,97.5
81.0,148,,7.769,7.769,15.393,186,2163639,,111.0,181,,15.393,,,2015-04-26 09:13:33,584,1280.0,10912.0,584,63150.38,8466.704,0.0,8128.258,
93.0,142,186,8.259,8.259,16.814,261,2163639,1.016,117.0,166,538,16.814,203.0,200.0,2017-03-10 14:07:01,205,640.0,4941.0,187,28573.08,3495.721,,3459.725,98.4
85.0,158,,8.654,8.654,16.11,209,2163639,,119.0,174,,16.11,,,2016-04-09 11:22:39,838,2908.0,21600.0,842,134420.14,16298.849,0.0,15533.101,
84.0,149,182,0.0,0.0,,232,2163639,1.016,96.0,175,337,,210.0,207.0,2016-07-20 19:08:08,,655.0,5071.0,,0.0,3603.023,0.0,3603.023,102.4
85.0,,177,8.305,8.305,11.782,266,2163639,1.023,119.0,,20403,11.782,272.0,266.0,2017-06-09 06:29:21,16,,,14,7683.46,1002.0,,925.0,26.8
87.0,145,,0.0,0.0,,209,2163639,,106.0,167,,,,,2015-11-23 20:23:09,,878.0,7333.0,,0.0,5044.2,0.0,5044.2,
82.0,153,,8.256,8.256,17.301,209,2163639,,116.0,176,,17.301,,,2016-05-08 09:53:24,955,2415.0,18985.0,960,117572.46,15568.718,0.0,14241.167,
81.0,150,,7.914,7.914,15.945,209,2163639,,133.0,175,,15.945,,,2016-05-01 11:17:32,1028,3099.0,24988.0,1027,149127.92,20026.938,0.0,18844.418,
82.0,157,,8.278,8.278,13.337,192,2163639,,108.0,181,,13.337,,,2015-06-30 19:01:13,132,428.0,2919.0,136,17831.19,2205.621,0.0,2153.95,
84.0,156,,8.254,8.254,15.88,209,2163639,,146.0,183,,15.88,,,2016-06-22 19:14:23,171,675.0,4831.0,174,29025.52,3517.843,0.0,3516.675,
81.0,164,196,8.246,8.246,16.38,209,2163639,1.123,117.0,183,481,16.38,225.0,200.0,2016-06-19 08:02:39,324,828.0,5705.0,345,35184.15,4268.383,0.0,4266.951,148.4
94.0,,208,8.223,8.223,16.973,266,2163639,0.835,136.0,,511,16.973,222.0,266.0,2017-04-15 09:45:38,947,2304.0,16480.0,929,91380.06,11465.464,,11112.477,214.9
92.0,142,173,7.959,7.959,15.582,261,2163639,0.939,119.0,166,560,15.582,188.0,200.0,2017-02-26 09:12:08,517,1121.0,9366.0,475,51924.75,6595.39,,6523.832,159.0
86.0,156,207,8.775,8.775,16.19,232,2163639,1.07,112.0,176,631,16.19,221.0,207.0,2016-07-21 18:58:38,219,678.0,4742.0,196,28949.16,3301.364,0.0,3299.123,104.0
61.0,127,143,5.836,5.836,15.38,249,2163639,0.979,119.0,178,729,15.38,203.0,207.0,2016-08-15 16:36:46,1252,1841.0,11969.0,1272,76695.63,15703.243,0.0,13141.842,342.3
79.0,144,,7.142,7.142,15.976,209,2163639,,110.0,170,,15.976,,,2016-03-28 12:17:22,221,621.0,4429.0,225,24168.22,3383.748,0.0,3383.748,
83.0,129,176,0.0,0.0,,232,2163639,0.904,93.0,159,292,,187.0,207.0,2016-07-26 18:53:31,,472.0,3748.0,,0.0,2819.23,0.0,2700.843,60.7
83.0,158,200,8.809,8.809,16.73,249,2163639,1.065,115.0,182,833,16.73,220.0,207.0,2016-08-18 19:32:14,180,655.0,4492.0,190,28894.65,3281.593,0.0,3280.237,102.4
72.0,,,6.223,6.223,12.9,209,2163639,,107.0,,,12.9,,,2016-06-18 11:49:12,81,214.0,1132.0,40,6160.92,990.109,0.0,990.026,
92.0,143,181,0.0,0.0,,249,2163639,0.91,101.0,167,305,,188.0,,2016-09-04 08:12:13,,651.0,5528.0,,0.0,3601.36,0.0,3601.36,82.2
79.0,135,,5.265,5.265,14.504,209,2163639,,107.0,172,,14.504,,,2015-12-13 09:47:33,140,372.0,2275.0,125,13049.07,3701.246,0.0,2478.458,
83.0,155,,8.204,8.204,16.076,209,2163639,,112.0,175,,16.076,,,2015-09-06 09:12:50,535,1661.0,12064.0,529,72699.7,9249.275,0.0,8861.709,
82.0,151,,0.0,0.0,,209,2163639,,109.0,177,,,,,2016-04-26 19:31:57,,779.0,5668.0,,0.0,4141.601,0.0,4141.601,
83.0,161,210,8.136,8.136,16.97,216,2163639,1.157,119.0,182,560,16.97,231.0,200.0,2016-06-26 09:19:51,336,908.0,6050.0,335,35490.6,4362.349,0.0,4362.349,161.2
75.0,125,167,7.303,7.303,15.896,268,2163639,0.73,137.0,161,544,15.896,196.0,269.0,2017-11-05 10:13:57,875,1153.0,,881,71346.89,11427.0,,9769.0,144.1
67.0,126,,6.953,6.953,17.205,209,2163639,,109.0,180,,17.205,,,2015-08-28 14:18:22,789,4379.0,20127.0,709,136313.08,26826.9,0.0,19604.854,
89.0,124,,0.0,0.0,,209,2163639,,95.0,155,,,,,2016-03-21 20:07:06,,370.0,5287.0,,0.0,3600.9,0.0,3600.9,
79.0,129,167,7.879,7.879,17.328,268,2163639,0.742,99.0,169,513,17.328,200.0,269.0,2017-11-26 10:20:19,654,978.0,,664,56394.43,9153.0,,7158.0,109.0
91.0,140,171,0.0,0.0,,249,2163639,0.873,126.0,169,653,,181.0,207.0,2016-09-06 15:08:46,,462.0,4109.0,,0.0,2712.324,0.0,2701.682,56.7
83.0,141,207,7.8,7.8,16.56,251,2163639,1.084,135.0,164,574,16.56,224.0,207.0,2016-11-05 09:46:21,408,1265.0,8389.0,410,47782.53,6131.497,0.0,6126.276,198.9
79.0,147,,7.958,7.958,15.42,209,2163639,,114.0,184,,15.42,,,2015-09-12 11:11:23,499,1040.0,8093.0,499,49796.59,7007.626,0.0,6257.155,
86.0,146,179,9.933,9.933,12.705,209,2163639,0.963,93.0,181,351,12.705,193.0,200.0,2016-03-30 16:26:12,,720.0,5742.0,,40004.94,4148.478,0.0,4027.362,102.8
84.0,160,,7.369,7.369,11.79,186,2163639,,113.0,176,,11.79,,,2015-04-23 06:30:38,111,417.0,2681.0,105,14543.45,1975.06,0.0,1973.513,
80.0,137,192,7.993,7.993,22.847,260,2163639,0.861,141.0,170,646,22.847,220.0,255.0,2018-08-26 09:31:03,1132,2015.0,,1129,90890.02,11847.0,,11371.0,233.1
76.0,150,,7.195,7.195,13.715,209,2163639,,116.0,180,,13.715,,,2015-12-27 11:27:04,685,1498.0,12101.0,686,69170.25,9812.476,0.0,9614.238,
82.0,142,,0.0,0.0,,209,2163639,,102.0,169,,,,,2016-03-02 13:03:12,,992.0,9246.0,,0.0,6785.6,0.0,6785.6,
87.0,149,173,9.767,9.767,11.832,192,2163639,0.906,95.0,172,281,11.832,181.0,200.0,2015-06-09 17:23:48,,359.0,3026.0,,20524.98,2101.374,0.0,2101.374,47.2
72.0,,138,6.908,6.908,11.721,263,2163639,0.665,114.0,,494,11.721,177.0,266.0,2017-07-10 18:37:33,25,,,19,5063.83,989.0,,733.0,8.4
74.0,114,149,8.649,8.649,17.272,278,2163639,0.611,118.0,129,475,17.272,170.0,278.0,2018-05-10 08:18:39,322,252.0,,320,66628.1,8767.0,,7704.0,79.6
88.0,133,170,7.74,7.74,17.249,268,2163639,0.753,131.0,184,753,17.249,203.0,269.0,2017-10-15 09:26:16,916,1483.0,,927,74431.04,12324.0,,9616.0,151.0
99.0,,205,9.576,9.576,18.049,268,2163639,0.78,152.0,,798,18.049,210.0,269.0,2017-08-20 12:02:13,639,,,641,96624.92,17329.0,,10090.0,169.4
88.0,151,154,0.0,0.0,,209,2163639,0.808,108.0,172,308,,162.0,200.0,2016-06-12 19:42:23,,518.0,4912.0,,0.0,3360.979,0.0,3360.979,60.4
81.0,143,,0.0,0.0,,209,2163639,,101.0,171,,,,,2015-10-20 19:23:56,,846.0,6849.0,,0.0,5116.301,0.0,5102.04,
69.0,142,,6.782,6.782,14.186,209,2163639,,118.0,176,,14.186,,,2015-10-31 10:13:57,535,1088.0,8151.0,545,48975.32,7221.372,0.0,7221.372,
,126,,0.0,0.0,,209,2163639,,,150,,,,,2015-09-03 16:17:39,,223.0,,,0.0,1490.383,0.0,1490.383,
88.0,,185,7.971,7.971,12.606,266,2163639,0.783,117.0,,508,12.606,208.0,266.0,2017-04-18 15:49:48,111,342.0,2437.0,123,14731.47,1895.155,,1848.158,31.0
86.0,146,,7.433,7.433,14.309,209,2163639,,219.0,170,,14.309,,,2016-02-21 09:35:49,488,1185.0,10125.0,486,52971.19,7126.223,0.0,7126.223,
31.0,,,0.973,0.973,1.54,266,2163639,,42.0,,,1.54,,,2017-06-10 08:42:37,0,367.0,1042.0,0,1903.83,1955.685,,1955.685,
83.0,143,152,7.842,7.842,19.522,265,2163639,0.623,136.0,170,604,19.522,167.0,269.0,2017-12-30 10:58:45,1094,2354.0,,1126,90376.88,12802.0,,11524.0,123.7
85.0,136,185,0.0,0.0,,232,2163639,0.931,94.0,160,293,,193.0,,2016-08-07 07:36:40,,664.0,5121.0,,0.0,3600.825,0.0,3600.825,86.0
76.0,148,,7.082,7.082,13.768,209,2163639,,110.0,180,,13.768,,,2016-03-25 08:26:25,209,366.0,2745.0,250,15300.71,2160.367,0.0,2160.367,
88.0,151,171,9.822,9.822,12.172,209,2163639,0.858,100.0,165,322,12.172,172.0,200.0,2016-05-04 12:12:09,,611.0,5302.0,,35372.09,3604.857,0.0,3601.353,73.0
77.0,,184,8.584,8.584,15.735,255,2163639,0.823,108.0,,711,15.735,210.0,255.0,2018-07-18 19:59:49,267,,,271,45830.87,5441.0,,5339.0,99.8
90.0,129,167,8.05,8.05,17.498,268,2163639,0.703,126.0,175,710,17.498,189.0,269.0,2017-08-27 10:52:32,885,1661.0,,893,102521.32,16161.0,,12735.0,174.5
82.0,,149,6.375,6.375,11.108,263,2163639,0.673,120.0,,371,11.108,179.0,266.0,2017-07-10 19:24:09,41,,,28,5572.12,900.0,,874.0,10.6
79.0,140,,0.0,0.0,,209,2163639,,113.0,166,,,,,2015-09-16 17:12:06,,745.0,6343.0,,0.0,4805.975,0.0,4805.975,
84.0,153,171,9.778,9.778,12.306,192,2163639,0.887,94.0,172,345,12.306,177.0,200.0,2015-07-09 16:34:40,,864.0,7120.0,,49887.05,5102.085,0.0,5102.085,110.9
82.0,138,150,7.438,7.438,16.85,249,2163639,0.847,133.0,168,504,16.85,175.0,207.0,2016-09-09 12:22:44,221,578.0,5227.0,205,28887.75,4131.848,0.0,3883.822,76.7
88.0,127,158,7.776,7.776,16.537,268,2163639,0.715,138.0,175,817,16.537,192.0,269.0,2017-08-13 12:13:07,1375,2134.0,,1384,131067.2,20629.0,,16855.0,239.0
74.0,147,,7.665,7.665,15.666,192,2163639,,111.0,176,,15.666,,,2015-07-25 10:30:14,560,1843.0,14572.0,567,93845.26,13402.675,0.0,12242.827,
92.0,137,,0.0,0.0,,209,2163639,,98.0,151,,,,,2016-04-30 16:19:55,,421.0,3668.0,,0.0,2536.156,0.0,2400.733,
98.0,153,223,9.347,9.347,16.268,268,2163639,0.843,129.0,164,629,16.268,227.0,269.0,2017-08-10 11:48:16,166,794.0,,168,30759.93,3298.0,,3291.0,64.4
79.0,,,7.861,7.861,16.67,209,2163639,,110.0,,,16.67,,,2016-04-13 19:20:32,220,1018.0,4807.0,211,28785.38,3744.825,0.0,3661.813,
35.0,100,135,7.433,7.433,15.682,278,2163639,0.656,123.0,157,472,15.682,175.0,267.0,2018-04-29 08:33:18,286,350.0,,306,54097.18,8196.0,,7278.0,86.7
83.0,146,162,9.509,9.509,15.229,209,2163639,0.903,104.0,172,556,15.229,181.0,200.0,2015-09-10 15:53:24,,798.0,6780.0,,46888.99,4931.0,0.0,4931.0,111.0
75.0,,138,7.827,7.827,14.686,255,2163639,0.628,129.0,,431,14.686,160.0,255.0,2018-07-09 19:51:46,234,,,236,30414.06,3952.0,,3886.0,42.3
81.0,,,7.482,7.482,13.29,209,2163639,,182.0,,,13.29,,,2016-05-11 12:16:08,236,1191.0,6096.0,236,35371.48,4841.909,0.0,4727.469,
